pop	chromosome	window_pos_1	window_pos_2	avg_pi	no_sites	count_diffs	count_comparisons	count_missing
CO	scaffold-ma3	170800001	170900000	0.0014659898063437654	96889	31801	21692511	1302384
CO	scaffold-ma3	170900001	171000000	0.0017991293146249001	97307	40687	22614828	1248178
CO	scaffold-ma3	171000001	171100000	0.0016948570200153834	96775	30732	18132503	1564628
CO	scaffold-ma3	171100001	171200000	0.0015261163241317832	96723	30793	20177361	1418520
CO	scaffold-ma3	171200001	171300000	0.002944081174190578	96121	24224	8228034	2252986
CO	scaffold-ma3	171300001	171400000	0.00128765709811194	95876	19253	14951962	1771524
CO	scaffold-ma3	171400001	171500000	0.0012330402630514872	96833	11347	9202457	2228092
CO	scaffold-ma3	171500001	171600000	0.0011196897508960098	96151	23656	21127281	1326504
CO	scaffold-ma3	171600001	171700000	0.0012251552381282993	96639	27634	22555509	1235456
CO	scaffold-ma3	171700001	171800000	0.0016767926660377509	97104	35364	21090264	1366424
CO	scaffold-ma3	171800001	171900000	0.001314056493062702	97104	23584	17947478	1581068
CO	scaffold-ma3	171900001	172000000	0.0012468178348795016	96350	24962	20020567	1414446
CO	scaffold-ma3	172000001	172100000	0.0015931654924047928	96969	25880	16244389	1708860
CO	scaffold-ma3	172100001	172200000	0.0019738357552169334	96636	13239	6707245	2393614
CO	scaffold-ma3	172200001	172300000	0.00295285172359413	97296	44133	14945891	1800210
CO	scaffold-ma3	172300001	172400000	0.0019259894690998817	96854	37966	19712465	1440330
CO	scaffold-ma3	172400001	172500000	0.0020087630572973286	96633	17858	8890048	2233638
CO	scaffold-ma3	172500001	172600000	0.0027834571854889155	96464	32345	11620441	2035590
CO	scaffold-ma3	172600001	172700000	0.0015197449724880566	97006	32699	21516110	1301120
CO	scaffold-ma3	172700001	172800000	0.0014291435164028076	96104	18404	12877643	1910594
CO	scaffold-ma3	172800001	172900000	0.0025597232885985616	96504	24374	9522123	2187154
CO	scaffold-ma3	172900001	173000000	0.0015999392873634309	96800	26184	16365621	1701094
CO	scaffold-ma3	173000001	173100000	0.0013231427390161484	96415	23551	17799289	1589040
CO	scaffold-ma3	173100001	173200000	0.0021369996403057833	96529	35035	16394481	1684316
CO	scaffold-ma3	173200001	173300000	0.001554245230884856	96999	20250	13028832	1949890
CO	scaffold-ma3	173300001	173400000	0.0019089179991106195	96874	36475	19107683	1496870
CO	scaffold-ma3	173400001	173500000	0.0032150044951508965	95900	31187	9700453	2154206
CO	scaffold-ma3	173500001	173600000	0.0038800974458995385	93489	37448	9651304	2085414
CO	scaffold-ma3	173600001	173700000	0.0033958101643073463	95943	62297	18345254	1517590
CO	scaffold-ma3	173700001	173800000	0.002716016430373552	96521	43165	15892761	1727436
CO	scaffold-ma3	173800001	173900000	0.0022739283682560243	96258	38273	16831225	1644626
CO	scaffold-ma3	173900001	174000000	0.0019727526643800735	96434	34151	17311344	1625940
CO	scaffold-ma3	174000001	174100000	0.003023575060127389	96063	55707	18424216	1531154
CO	scaffold-ma3	174100001	174200000	0.002010098277756674	96166	37311	18561779	1513062
CO	scaffold-ma3	174200001	174300000	0.002796034519778838	95769	51645	18470802	1500106
CO	scaffold-ma3	174300001	174400000	0.0033305234741600664	96555	56278	16897644	1644194
CO	scaffold-ma3	174400001	174500000	0.003259442897783761	96613	52259	16033108	1704790
CO	scaffold-ma3	174500001	174600000	0.0037049362024858166	93914	66066	17831886	1493792
CO	scaffold-ma3	174600001	174700000	0.0021146057493294764	95180	39256	18564217	1486198
CO	scaffold-ma3	174700001	174800000	0.0028669288342001776	95880	50737	17697335	1567002
CO	scaffold-ma3	174800001	174900000	0.0026461018656010367	95931	52804	19955392	1413170
CO	scaffold-ma3	174900001	175000000	0.002614647320099467	96043	45132	17261219	1607412
CO	scaffold-ma3	175000001	175100000	0.0016812623725644053	96547	26001	15465165	1752464
CO	scaffold-ma3	175100001	175200000	0.0019840485471774192	96586	29611	14924534	1799880
CO	scaffold-ma3	175200001	175300000	0.003278813330090911	96041	46341	14133467	1829552
CO	scaffold-ma3	175300001	175400000	0.003365933592529178	95371	55099	16369604	1652634
CO	scaffold-ma3	175400001	175500000	0.0037846583740147872	95296	48740	12878309	1907798
CO	scaffold-ma3	175500001	175600000	0.002237576934286547	96358	25059	11199168	2066220
CO	scaffold-ma3	175600001	175700000	0.001722586893360594	96798	16008	9293000	2225068
CO	scaffold-ma3	175700001	175800000	0.001009354214524445	97249	1555	1540589	2802892
CO	scaffold-ma3	175800001	175900000	0.004662532958941438	95079	14051	3013598	2622958
CO	scaffold-ma3	175900001	176000000	0.0032015622032009676	94774	45221	14124667	1795846
CO	scaffold-ma3	176000001	176100000	0.002503675191850794	95857	19061	7613208	2304478
CO	scaffold-ma3	176100001	176200000	0.001857291674000733	95727	24269	13066876	1894314
CO	scaffold-ma3	176200001	176300000	0.006034427144872331	94790	41251	6835943	2345142
CO	scaffold-ma3	176300001	176400000	0.0038533489214373773	95788	31437	8158358	2270172
CO	scaffold-ma3	176400001	176500000	0.0018474377418789716	92799	348	188369	2770360
CO	scaffold-ma3	176500001	176600000	0.00521194405642644	94381	12089	2319480	2657454
CO	scaffold-ma3	176600001	176700000	0.004839448792843978	94943	55169	11399852	1989898
CO	scaffold-ma3	176700001	176800000	0.00320995110653407	95221	37310	11623230	1991930
CO	scaffold-ma3	176800001	176900000	0.0043754726475986015	95279	47039	10750610	2052150
CO	scaffold-ma3	176900001	177000000	0.004490839145934878	95828	59251	13193748	1892352
CO	scaffold-ma3	177000001	177100000	0.004119494536904994	94400	50232	12193729	1922774
CO	scaffold-ma3	177100001	177200000	0.004400967813487689	94307	41428	9413384	2123714
CO	scaffold-ma3	177200001	177300000	0.004913392030943167	93203	43551	8863734	2117606
CO	scaffold-ma3	177300001	177400000	0.0053352945745158056	94523	33660	6308930	2352310
CO	scaffold-ma3	177400001	177500000	0.005119034561795142	95049	43265	8451789	2216172
CO	scaffold-ma3	177500001	177600000	0.0060721612689035335	93395	63594	10473042	2012326
CO	scaffold-ma3	177600001	177700000	0.0057283799494301894	92668	47583	8306537	2155614
CO	scaffold-ma3	177700001	177800000	0.005889420800242458	92985	23008	3906666	2487914
CO	scaffold-ma3	177800001	177900000	0.005121546553227018	93871	38620	7540691	2242164
CO	scaffold-ma3	177900001	178000000	0.006278413532577751	91678	58067	9248674	2053664
CO	scaffold-ma3	178000001	178100000	0.006051836367091393	94646	80924	13371809	1839114
CO	scaffold-ma3	178100001	178200000	0.007051895066328365	93802	65873	9341177	2107250
CO	scaffold-ma3	178200001	178300000	0.005670757365138453	94349	62248	10977017	2006108
CO	scaffold-ma3	178300001	178400000	0.004298946635843348	95523	42029	9776581	2132152
CO	scaffold-ma3	178400001	178500000	0.003398952176308298	93759	46458	13668330	1794646
CO	scaffold-ma3	178500001	178600000	0.004600654215507611	94987	45298	9845991	2106180
CO	scaffold-ma3	178600001	178700000	0.004313587851410485	93334	52098	12077649	1893474
CO	scaffold-ma3	178700001	178800000	0.005670927044835348	94205	60134	10603910	2030090
CO	scaffold-ma3	178800001	178900000	0.0060520847326835615	94872	58837	9721774	2117028
CO	scaffold-ma3	178900001	179000000	0.005849204760806724	94269	60702	10377821	2046268
CO	scaffold-ma3	179000001	179100000	0.0066361684674157775	94228	65414	9857194	2077212
CO	scaffold-ma3	179100001	179200000	0.004987329458366486	94421	55862	11200784	1982718
CO	scaffold-ma3	179200001	179300000	0.004330748241263638	94599	60783	14035219	1788284
CO	scaffold-ma3	179300001	179400000	0.003803606331630616	95342	38924	10233446	2093832
CO	scaffold-ma3	179400001	179500000	0.00493549167949246	94831	54643	11071440	2009874
CO	scaffold-ma3	179500001	179600000	0.00521372620128283	93919	62725	12030743	1927452
CO	scaffold-ma3	179600001	179700000	0.007564925927076001	94067	76497	10112062	2058534
CO	scaffold-ma3	179700001	179800000	0.009217364256829182	95406	89078	9664151	2135590
CO	scaffold-ma3	179800001	179897795	0.011405196208233374	91590	103079	9037898	2055512
CA	scaffold-ma4	1	100000	0.005026999854054843	96140	310	61667	68946
CA	scaffold-ma4	100001	200000	0.005912049953500731	94113	89	15054	158118
CA	scaffold-ma4	200001	300000	0.006330204116785807	94555	147	23222	142666
CA	scaffold-ma4	300001	400000	0.003561365059486537	94038	91	25552	136972
CA	scaffold-ma4	400001	500000	0.004524159470880029	95225	197	43544	103362
CA	scaffold-ma4	500001	600000	0.0055452003727865795	95388	119	21460	147856
CA	scaffold-ma4	600001	700000	0.004447783027259968	94267	225	50587	87360
CA	scaffold-ma4	700001	800000	0.004558310679078453	92707	166	36417	112580
CA	scaffold-ma4	800001	900000	0.005519779208831647	94373	198	35871	117004
CA	scaffold-ma4	900001	1000000	0.0068140651505132115	93135	237	34781	116708
CA	scaffold-ma4	1000001	1100000	0.004135683849945693	91311	99	23938	134746
CA	scaffold-ma4	1100001	1200000	0.003266167529269886	94486	130	39802	109368
CA	scaffold-ma4	1200001	1300000	0.004204153703859413	94286	150	35679	117214
CA	scaffold-ma4	1300001	1400000	0.007146102689082573	93490	173	24209	138562
CA	scaffold-ma4	1400001	1500000	0.003519374333451831	92686	99	28130	129112
CA	scaffold-ma4	1500001	1600000	0.0022460482264694665	92433	53	23597	137672
CA	scaffold-ma4	1600001	1700000	0.0041790239956861685	92427	93	22254	140346
CA	scaffold-ma4	1700001	1800000	0.004813863928112966	90661	105	21812	137698
CA	scaffold-ma4	1800001	1900000	0.006763536363298525	93485	182	26909	133152
CA	scaffold-ma4	1900001	2000000	0.005684626791893228	96234	207	36414	119640
CA	scaffold-ma4	2000001	2100000	0.004173709082128937	93289	121	28991	128596
CA	scaffold-ma4	2100001	2200000	0.005334123573862795	94626	180	33745	121762
CA	scaffold-ma4	2200001	2300000	0.00434576705574282	93858	156	35897	115922
CA	scaffold-ma4	2300001	2400000	0.00330142805957926	94278	129	39074	110408
CA	scaffold-ma4	2400001	2500000	0.004791955798790227	93502	183	38189	110626
CA	scaffold-ma4	2500001	2600000	0.0022910456000883295	94437	83	36228	116418
CA	scaffold-ma4	2600001	2700000	0.0031165311653116533	94481	115	36900	115162
CA	scaffold-ma4	2700001	2800000	0.0033786735793551394	94526	116	34333	120386
CA	scaffold-ma4	2800001	2900000	0.00397946400058955	94883	162	40709	108348
CA	scaffold-ma4	2900001	3000000	0.0027476301689792555	94508	100	36395	116226
CA	scaffold-ma4	3000001	3100000	0.002759153491708744	95256	100	36243	118026
CA	scaffold-ma4	3100001	3200000	0.003656076651538074	94139	145	39660	108958
CA	scaffold-ma4	3200001	3300000	0.00018153526970954357	94484	7	38560	111848
CA	scaffold-ma4	3300001	3400000	0.0001007683587353571	94823	4	39695	110256
CA	scaffold-ma4	3400001	3500000	0.001684241359109549	94644	69	40968	107352
CA	scaffold-ma4	3500001	3600000	0.005493236132145699	95522	214	38957	113130
CA	scaffold-ma4	3600001	3700000	0.0036970474967907576	94347	144	38950	110794
CA	scaffold-ma4	3700001	3800000	0.003376065349292915	95451	143	42357	106188
CA	scaffold-ma4	3800001	3900000	0.0010955302366345311	94204	40	36512	115384
CA	scaffold-ma4	3900001	4000000	0.003901347738309598	93438	143	36654	113568
CA	scaffold-ma4	4000001	4100000	0.0025871428241435864	95179	112	43291	103776
CA	scaffold-ma4	4100001	4200000	0.003167103657745126	96220	122	38521	115398
CA	scaffold-ma4	4200001	4300000	0.004528243962341383	95871	177	39088	113566
CA	scaffold-ma4	4300001	4400000	0.0042763898266936756	96133	171	39987	112292
CA	scaffold-ma4	4400001	4500000	0.003979842356893655	95221	154	38695	113052
CA	scaffold-ma4	4500001	4600000	0.003808056350429232	96001	173	45430	101142
CA	scaffold-ma4	4600001	4700000	0.004358273652468903	95609	185	42448	106322
CA	scaffold-ma4	4700001	4800000	0.00347966821768157	94122	86	24715	138814
CA	scaffold-ma4	4800001	4900000	0.004052981239293026	93600	97	23933	139334
CA	scaffold-ma4	4900001	5000000	9.711330695088495e-05	95236	4	41189	108094
CA	scaffold-ma4	5000001	5100000	0.00012688101098789556	93237	5	39407	107660
CA	scaffold-ma4	5100001	5200000	0.004721030042918455	93970	198	41940	104060
CA	scaffold-ma4	5200001	5300000	0.0024660188474297626	93591	84	34063	119056
CA	scaffold-ma4	5300001	5400000	0.0013198053287140146	95256	48	36369	117774
CA	scaffold-ma4	5400001	5500000	0.004148608246228011	94672	179	43147	103050
CA	scaffold-ma4	5500001	5600000	0.005967651979921919	95714	214	35860	119708
CA	scaffold-ma4	5600001	5700000	0.004791238877481177	95536	231	48213	94646
CA	scaffold-ma4	5700001	5800000	0.0043490728350219846	95722	182	41848	107748
CA	scaffold-ma4	5800001	5900000	0.0033207024406144317	95495	163	49086	92818
CA	scaffold-ma4	5900001	6000000	0.002968058968058968	95227	151	50875	88704
CA	scaffold-ma4	6000001	6100000	0.0043863195342820184	93501	217	49472	88058
CA	scaffold-ma4	6100001	6200000	0.005324319547543302	93861	241	45264	97194
CA	scaffold-ma4	6200001	6300000	0.0039009412593748426	95450	155	39734	111432
CA	scaffold-ma4	6300001	6400000	0.004122912917701191	95377	181	43901	102952
CA	scaffold-ma4	6400001	6500000	0.00236913357400722	95608	105	44320	102576
CA	scaffold-ma4	6500001	6600000	0.00331678374981974	94869	161	48541	92656
CA	scaffold-ma4	6600001	6700000	0.0037248962190059463	95584	166	44565	102038
CA	scaffold-ma4	6700001	6800000	0.001045250642393624	95071	48	45922	98298
CA	scaffold-ma4	6800001	6900000	0.002975513999380101	95027	144	48395	93264
CA	scaffold-ma4	6900001	7000000	0.0030344273633949887	95002	136	44819	100366
CA	scaffold-ma4	7000001	7100000	0.001282051282051282	93812	69	53820	79984
CA	scaffold-ma4	7100001	7200000	0.001307161064029106	94816	60	45901	97830
CA	scaffold-ma4	7200001	7300000	0.0007176409185803758	94890	33	45984	97812
CA	scaffold-ma4	7300001	7400000	0.00382433022260096	95723	184	48113	95220
CA	scaffold-ma4	7400001	7500000	0.004015774972537862	94709	223	55531	78356
CA	scaffold-ma4	7500001	7600000	0.0018051156295766492	94672	53	29361	130622
CA	scaffold-ma4	7600001	7700000	0.0008959305889564767	94886	38	42414	104944
CA	scaffold-ma4	7700001	7800000	0.00010962027536613172	95218	5	45612	99212
CA	scaffold-ma4	7800001	7900000	0.0025251975531706467	95124	116	45937	98374
CA	scaffold-ma4	7900001	8000000	0.003727347611202636	94736	181	48560	92352
CA	scaffold-ma4	8000001	8100000	0.004315127604487733	95735	210	48666	94138
CA	scaffold-ma4	8100001	8200000	0.004375699603134222	95213	215	49135	92156
CA	scaffold-ma4	8200001	8300000	0.0032779153401721493	94277	139	42405	103744
CA	scaffold-ma4	8300001	8400000	0.005174993765067753	95427	249	48116	94622
CA	scaffold-ma4	8400001	8500000	0.0005806387025728301	95868	29	49945	91846
CA	scaffold-ma4	8500001	8600000	0.0025407497166086853	95300	65	25583	139434
CA	scaffold-ma4	8600001	8700000	0.004511311127170794	94576	206	45663	97826
CA	scaffold-ma4	8700001	8800000	0.004801873127368693	95473	242	50397	90152
CA	scaffold-ma4	8800001	8900000	0.004602871014523214	96034	219	47579	96910
CA	scaffold-ma4	8900001	9000000	0.005323933836353289	95962	290	54471	82982
CA	scaffold-ma4	9000001	9100000	0.002951238768374751	95911	157	53198	85426
CA	scaffold-ma4	9100001	9200000	0.001643627781523938	95803	78	47456	96694
CA	scaffold-ma4	9200001	9300000	0.0031734537399897766	94889	149	46952	95874
CA	scaffold-ma4	9300001	9400000	0.0029779418320583463	95541	167	56079	78924
CA	scaffold-ma4	9400001	9500000	0.0027345355757716575	96055	153	55951	80208
CA	scaffold-ma4	9500001	9600000	0.00480935083909982	95743	237	49279	92928
CA	scaffold-ma4	9600001	9700000	0.004982176731775448	96497	239	47971	97052
CA	scaffold-ma4	9700001	9800000	0.005654957135424914	95302	250	44209	102186
CA	scaffold-ma4	9800001	9900000	0.006104478418237805	92944	113	18511	148866
CA	scaffold-ma4	9900001	10000000	0.004276574634780526	94597	125	29229	130736
CA	scaffold-ma4	10000001	10100000	0.0020336515819668623	96767	95	46714	100106
CA	scaffold-ma4	10100001	10200000	0.004149208802831225	96576	204	49166	94820
CA	scaffold-ma4	10200001	10300000	0.005107719214563956	95744	257	50316	90856
CA	scaffold-ma4	10300001	10400000	0.0036793563579277863	96010	150	40768	110484
CA	scaffold-ma4	10400001	10500000	0.001755672600395582	95992	79	44997	101990
CA	scaffold-ma4	10500001	10600000	0.004672314976326937	95271	150	32104	126334
CA	scaffold-ma4	10600001	10700000	0.0025836151822623073	94778	55	21288	146980
CA	scaffold-ma4	10700001	10800000	0.0038526427114546876	95574	153	39713	111722
CA	scaffold-ma4	10800001	10900000	0.005974135507450099	93456	85	14228	158456
CA	scaffold-ma4	10900001	11000000	0.0034412638823713435	95673	132	38358	114630
CA	scaffold-ma4	11000001	11100000	0.002779548642101237	94852	109	39215	111274
CA	scaffold-ma4	11100001	11200000	0.0	95002	0	214	189576
CA	scaffold-ma4	11200001	11300000	0.0058328988529718455	95214	179	30688	129052
CA	scaffold-ma4	11300001	11400000	0.004272058201505795	95245	202	47284	95922
CA	scaffold-ma4	11400001	11500000	0.0034931392235609104	96672	167	47808	97728
CA	scaffold-ma4	11500001	11600000	0.0018358927838614226	94676	85	46299	96754
CA	scaffold-ma4	11600001	11700000	0.0026200679441348226	96217	118	45037	102360
CA	scaffold-ma4	11700001	11800000	0.0033922119630670415	94367	169	49820	89094
CA	scaffold-ma4	11800001	11900000	0.0004101068556196031	94800	18	43891	101818
CA	scaffold-ma4	11900001	12000000	0.0023069864988858302	96095	88	38145	115900
CA	scaffold-ma4	12000001	12100000	0.0018619124135996123	96403	73	39207	114392
CA	scaffold-ma4	12100001	12200000	0.003248970469548662	96627	157	48323	96608
CA	scaffold-ma4	12200001	12300000	0.004017953391740656	96093	205	51021	90144
CA	scaffold-ma4	12300001	12400000	0.003876269478254128	96140	200	51596	89088
CA	scaffold-ma4	12400001	12500000	0.004181035252916897	96757	234	55967	81580
CA	scaffold-ma4	12500001	12600000	0.0022572383556886746	95053	104	46074	97958
CA	scaffold-ma4	12600001	12700000	0.003757369426222702	95990	181	48172	95636
CA	scaffold-ma4	12700001	12800000	0.0024246832757471057	95618	120	49491	92254
CA	scaffold-ma4	12800001	12900000	0.0035318584388110007	95574	197	55778	79592
CA	scaffold-ma4	12900001	13000000	0.003996214112945631	95218	190	47545	95346
CA	scaffold-ma4	13000001	13100000	0.0038691735687080586	95534	192	49623	91822
CA	scaffold-ma4	13100001	13200000	0.0032386780467729527	95381	181	55887	78988
CA	scaffold-ma4	13200001	13300000	0.0032923850320388005	96125	186	56494	79262
CA	scaffold-ma4	13300001	13400000	0.004874666013991719	95937	239	49029	93816
CA	scaffold-ma4	13400001	13500000	0.0034841247541444226	95576	186	53385	84382
CA	scaffold-ma4	13500001	13600000	0.004081844440216545	95749	236	57817	75864
CA	scaffold-ma4	13600001	13700000	0.0028248000830823554	95971	136	48145	95652
CA	scaffold-ma4	13700001	13800000	0.0032541244135008323	95527	172	52856	85342
CA	scaffold-ma4	13800001	13900000	0.0045840613053330795	96149	265	57809	76680
CA	scaffold-ma4	13900001	14000000	0.003989634407800295	96698	214	53639	86118
CA	scaffold-ma4	14000001	14100000	0.002511010582116025	96114	126	50179	91870
CA	scaffold-ma4	14100001	14200000	0.0037770754644261156	95317	196	51892	86850
CA	scaffold-ma4	14200001	14300000	0.001325820351342393	95593	72	54306	82574
CA	scaffold-ma4	14300001	14400000	0.0010479299089503522	95549	61	58210	74678
CA	scaffold-ma4	14400001	14500000	0.00010335205153822304	95549	6	58054	74990
CA	scaffold-ma4	14500001	14600000	9.472926376416202e-05	95362	5	52782	85160
CA	scaffold-ma4	14600001	14700000	5.559982949385622e-05	96431	3	53957	84948
CA	scaffold-ma4	14700001	14800000	1.7586746627741333e-05	95841	1	56861	77960
CA	scaffold-ma4	14800001	14900000	4.882176799895847e-05	96614	3	61448	70332
CA	scaffold-ma4	14900001	15000000	0.0016414860473685973	96315	98	59702	73226
CA	scaffold-ma4	15000001	15100000	0.004009299677358132	95287	169	42152	106270
CA	scaffold-ma4	15100001	15200000	0.002309344790547798	96314	129	55860	80908
CA	scaffold-ma4	15200001	15300000	0.0041486192590968075	95703	227	54717	81972
CA	scaffold-ma4	15300001	15400000	0.0014684878598298164	96070	73	49711	92718
CA	scaffold-ma4	15400001	15500000	0.002530523282661298	95928	137	54139	83578
CA	scaffold-ma4	15500001	15600000	1.8995877894496895e-05	96735	1	52643	88184
CA	scaffold-ma4	15600001	15700000	7.931157552444779e-05	95999	4	50434	91130
CA	scaffold-ma4	15700001	15800000	0.0013104950348850086	96026	71	54178	83696
CA	scaffold-ma4	15800001	15900000	0.0027088285698490797	95636	147	54267	82738
CA	scaffold-ma4	15900001	16000000	0.003260640236300516	95753	170	52137	87232
CA	scaffold-ma4	16000001	16100000	0.0009483753917202705	96336	46	48504	95664
CA	scaffold-ma4	16100001	16200000	0.0007299909481122434	96257	25	34247	124020
CA	scaffold-ma4	16200001	16300000	0.0015639118648780148	97434	45	28774	137320
CA	scaffold-ma4	16300001	16400000	0.006987125574173514	95328	108	15457	159742
CA	scaffold-ma4	16400001	16500000	0.017356399819086387	96091	307	17688	156806
CA	scaffold-ma4	16500001	16600000	0.019138194199835624	95665	163	8517	174296
CA	scaffold-ma4	16600001	16700000	0.003700411386517272	95179	179	48373	93612
CA	scaffold-ma4	16700001	16800000	0.0035359037091272747	96198	198	55997	80402
CA	scaffold-ma4	16800001	16900000	0.003061912917120764	96629	177	57807	77644
CA	scaffold-ma4	16900001	17000000	0.003443839683325087	95648	174	50525	90246
CA	scaffold-ma4	17000001	17100000	0.002396334566646857	96938	125	52163	89550
CA	scaffold-ma4	17100001	17200000	0.003902778314463465	96465	202	51758	89414
CA	scaffold-ma4	17200001	17300000	0.0033114441263961385	96608	177	53451	86314
CA	scaffold-ma4	17300001	17400000	0.0024807910967163975	95932	144	58046	75772
CA	scaffold-ma4	17400001	17500000	0.0038052160178055393	96703	212	55713	81980
CA	scaffold-ma4	17500001	17600000	0.0029283860559725047	96838	167	57028	79620
CA	scaffold-ma4	17600001	17700000	0.003966036307259649	95574	220	55471	80206
CA	scaffold-ma4	17700001	17800000	0.0032585662308584223	96311	163	50022	92578
CA	scaffold-ma4	17800001	17900000	0.0035920038869993753	96465	207	57628	77674
CA	scaffold-ma4	17900001	18000000	0.005221124633884553	96347	287	54969	82756
CA	scaffold-ma4	18000001	18100000	0.0022986773184610165	96769	122	53074	87390
CA	scaffold-ma4	18100001	18200000	0.0031354443027943354	96370	182	58046	76648
CA	scaffold-ma4	18200001	18300000	0.0036511522819701763	97007	202	55325	83364
CA	scaffold-ma4	18300001	18400000	0.002189466425308163	96612	127	58005	77214
CA	scaffold-ma4	18400001	18500000	0.0025392389100018747	96301	149	58679	75244
CA	scaffold-ma4	18500001	18600000	0.00300806708901144	97492	132	43882	107220
CA	scaffold-ma4	18600001	18700000	0.0029974859795010634	96623	186	62052	69142
CA	scaffold-ma4	18700001	18800000	0.00266678044929917	96437	125	46873	99128
CA	scaffold-ma4	18800001	18900000	0.0034483953697927497	96469	199	57708	77522
CA	scaffold-ma4	18900001	19000000	0.003804670912951168	96457	224	58875	75164
CA	scaffold-ma4	19000001	19100000	0.0013294969739061414	96480	67	50395	92170
CA	scaffold-ma4	19100001	19200000	0.004062780652610871	96322	190	46766	99112
CA	scaffold-ma4	19200001	19300000	3.78350768997938e-05	96605	2	52861	87488
CA	scaffold-ma4	19300001	19400000	0.0008487763474324516	96969	30	35345	123248
CA	scaffold-ma4	19400001	19500000	0.0031121049355679014	96158	135	43379	105558
CA	scaffold-ma4	19500001	19600000	0.0017312040700960996	97418	98	56608	81620
CA	scaffold-ma4	19600001	19700000	0.0024468085106382977	97122	92	37600	119044
CA	scaffold-ma4	19700001	19800000	0.0036467751657625076	96847	121	33180	127334
CA	scaffold-ma4	19800001	19900000	0.005824334665419607	96160	274	47044	98232
CA	scaffold-ma4	19900001	20000000	0.00466610312764159	95792	138	29575	132434
CA	scaffold-ma4	20000001	20100000	0.006890072032571249	96116	22	3193	185846
CA	scaffold-ma4	20100001	20200000	0.004390603467615294	96256	137	31203	130106
CA	scaffold-ma4	20200001	20300000	0.004249832871740999	95392	89	20942	148900
CA	scaffold-ma4	20300001	20400000	0.006983531373775277	96023	134	19188	153670
CA	scaffold-ma4	20400001	20500000	0.004096593359206554	95610	114	27828	135564
CA	scaffold-ma4	20500001	20600000	0.004787998084800766	96269	90	18797	154944
CA	scaffold-ma4	20600001	20700000	0.007872800246989812	96381	51	6478	179806
CA	scaffold-ma4	20700001	20800000	0.005639097744360902	95730	276	48944	93572
CA	scaffold-ma4	20800001	20900000	0.006271477663230241	96229	292	46560	99338
CA	scaffold-ma4	20900001	21000000	0.00391591497983596	96886	201	51329	91114
CA	scaffold-ma4	21000001	21100000	0.003930817610062893	96383	165	41976	108814
CA	scaffold-ma4	21100001	21200000	0.005734053644204341	96839	242	42204	109270
CA	scaffold-ma4	21200001	21300000	0.0023425628904271485	96759	111	47384	98750
CA	scaffold-ma4	21300001	21400000	0.004995665860668826	96548	219	43838	105420
CA	scaffold-ma4	21400001	21500000	0.0046020709319193635	96979	92	19991	153976
CA	scaffold-ma4	21500001	21600000	0.00589788958124984	96278	230	38997	114562
CA	scaffold-ma4	21600001	21700000	0.00461533564630614	96968	145	31417	131102
CA	scaffold-ma4	21700001	21800000	0.0030918375488709804	97008	155	50132	93752
CA	scaffold-ma4	21800001	21900000	0.0032286132991390364	97019	141	43672	106694
CA	scaffold-ma4	21900001	22000000	0.004198481137706065	95861	204	48589	94544
CA	scaffold-ma4	22000001	22100000	0.001653354446591994	96698	71	42943	107510
CA	scaffold-ma4	22100001	22200000	0.0034612490594431904	97195	207	59805	74780
CA	scaffold-ma4	22200001	22300000	0.003460322741640326	96905	104	30055	133700
CA	scaffold-ma4	22300001	22400000	0.005573189636081789	96677	302	54188	84978
CA	scaffold-ma4	22400001	22500000	0.002310749607172567	97072	25	10819	172506
CA	scaffold-ma4	22500001	22600000	0.005020570392580713	96330	72	14341	163978
CA	scaffold-ma4	22600001	22700000	0.0040756439517443755	96297	150	36804	118986
CA	scaffold-ma4	22700001	22800000	0.0028988105911182836	97298	97	33462	127672
CA	scaffold-ma4	22800001	22900000	0.0015173037190082644	97172	47	30976	132392
CA	scaffold-ma4	22900001	23000000	0.003553429175279281	96340	153	43057	106566
CA	scaffold-ma4	23000001	23100000	0.002379154078549849	96449	126	52960	86978
CA	scaffold-ma4	23100001	23200000	0.003342113928218637	97016	203	60740	72552
CA	scaffold-ma4	23200001	23300000	0.0027394354995493187	97509	155	56581	81856
CA	scaffold-ma4	23300001	23400000	0.0016712089268267599	96872	65	38894	115956
CA	scaffold-ma4	23400001	23500000	0.0027875793930839804	97351	158	56680	81342
CA	scaffold-ma4	23500001	23600000	0.002279136245992197	97029	118	51774	90510
CA	scaffold-ma4	23600001	23700000	0.002989481454142831	96890	162	54190	85400
CA	scaffold-ma4	23700001	23800000	0.001864810472480198	96709	101	54161	85096
CA	scaffold-ma4	23800001	23900000	0.00019998000199980003	96945	10	50005	93880
CA	scaffold-ma4	23900001	24000000	1.7993054680893174e-05	97272	1	55577	83390
CA	scaffold-ma4	24000001	24100000	8.754727552878554e-05	97070	5	57112	79916
CA	scaffold-ma4	24100001	24200000	0.0008004268943436499	97388	36	44976	104824
CA	scaffold-ma4	24200001	24300000	0.0006521266574885878	96742	36	55204	83076
CA	scaffold-ma4	24300001	24400000	0.0003999232147427694	96640	25	62512	68256
CA	scaffold-ma4	24400001	24500000	6.561536274359703e-05	96902	3	45721	102362
CA	scaffold-ma4	24500001	24600000	0.0005003919737127416	97182	30	59953	74458
CA	scaffold-ma4	24600001	24700000	0.0008757724974387786	96980	53	60518	72924
